antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"computers.components.cpu, computers.components.videocards","computers.components.power_supply, unknown, computers.components.motherboard",0.02705241405222619,0.014089798985534472,0.011083975201953785,0.4097222222222222,29.079351851851854,1.0,0.01070281212588447,1.670247869953918,0.9924597707168127,0.36874999999999997,0.40128646891937664,0.5981944444444445
"computers.components.power_supply, unknown, computers.components.motherboard","computers.components.cpu, computers.components.videocards",0.014089798985534472,0.02705241405222619,0.011083975201953785,0.7866666666666666,29.07935185185185,1.0,0.01070281212588447,4.560691809130189,0.9794110427862753,0.36874999999999997,0.7807350196305592,0.5981944444444445
"unknown, computers.components.videocards","computers.components.power_supply, computers.components.motherboard",0.021228630471538605,0.0187863986473793,0.011459703174901371,0.5398230088495576,28.73477876106195,1.0,0.011060893660125143,2.13225263370858,0.9861332242534847,0.40131578947368424,0.5310124212341939,0.5749115044247788
"computers.components.power_supply, computers.components.motherboard","unknown, computers.components.videocards",0.0187863986473793,0.021228630471538605,0.011459703174901371,0.61,28.734778761061946,1.0,0.011060893660125143,2.5096701782781063,0.9836787475321952,0.40131578947368424,0.6015412667946257,0.5749115044247788
"computers.components.power_supply, computers.components.videocards","computers.components.cpu, unknown, computers.components.motherboard",0.019537854593274468,0.019913582566222054,0.011083975201953785,0.5673076923076923,28.488479680696663,1.0,0.010694906521343773,2.2650886091802866,0.9841257985002647,0.39072847682119205,0.5585161675587208,0.561955732946299
"computers.components.cpu, unknown, computers.components.motherboard","computers.components.power_supply, computers.components.videocards",0.019913582566222054,0.019537854593274468,0.011083975201953785,0.5566037735849056,28.488479680696663,1.0,0.010694906521343773,2.2112550513428277,0.9845030750187619,0.39072847682119205,0.5477681331275058,0.561955732946299
"computers.components.power_supply, unknown","computers.components.cpu, computers.components.videocards",0.015592710877324816,0.02705241405222619,0.011647567161375164,0.746987951807229,27.612617135207497,1.0,0.011225746690525121,3.845459506365012,0.9790507264220635,0.37575757575757573,0.7399530541552192,0.5887717536813922
"computers.components.cpu, computers.components.videocards","computers.components.power_supply, unknown",0.02705241405222619,0.015592710877324816,0.011647567161375164,0.4305555555555555,27.612617135207497,1.0,0.011225746690525121,1.7287152394349419,0.9905823144335996,0.37575757575757573,0.42153572943172174,0.5887717536813922
"computers.components.power_supply, computers.components.videocards","unknown, computers.components.motherboard",0.019537854593274468,0.02216795040390757,0.011459703174901371,0.5865384615384616,26.45884941329857,1.0,0.011026588983278905,2.364989143209154,0.9813795118089955,0.3788819875776398,0.5771650779575852,0.5517438070404173
"unknown, computers.components.motherboard","computers.components.power_supply, computers.components.videocards",0.02216795040390757,0.019537854593274468,0.011459703174901371,0.516949152542373,26.45884941329857,1.0,0.011026588983278905,2.029728651894625,0.9840191493047354,0.3788819875776398,0.5073233069521079,0.5517438070404173
"computers.components.power_supply, unknown, computers.components.videocards","computers.components.cpu, computers.components.motherboard",0.012211159120796544,0.034942701484125496,0.011083975201953785,0.9076923076923076,25.976592224979317,1.0,0.010657284314020635,10.454787400588627,0.9733900239183553,0.3072916666666666,0.9043500396819454,0.6124483043837882
"computers.components.cpu, computers.components.motherboard","computers.components.power_supply, unknown, computers.components.videocards",0.034942701484125496,0.012211159120796544,0.011083975201953785,0.31720430107526876,25.976592224979317,1.0,0.010657284314020635,1.4466828693191482,0.996317840327567,0.3072916666666666,0.30876350221066096,0.6124483043837882
"computers.components.power_supply, computers.components.motherboard","computers.components.cpu, computers.components.videocards",0.0187863986473793,0.02705241405222619,0.012962615066691715,0.69,25.506041666666665,1.0,0.012454397631932628,3.138540599831528,0.9791890384503327,0.39428571428571424,0.6813805754006564,0.5845833333333332
"computers.components.cpu, computers.components.videocards","computers.components.power_supply, computers.components.motherboard",0.02705241405222619,0.0187863986473793,0.012962615066691715,0.47916666666666663,25.50604166666666,1.0,0.012454397631932628,1.8839301145970315,0.9875080802908065,0.39428571428571424,0.46919474759078433,0.5845833333333332
"computers.components.videocards, computers.components.motherboard","computers.components.cpu, unknown",0.02329513432275033,0.023670862295697915,0.013901934999060681,0.5967741935483871,25.211341525857655,1.0,0.013350519082347072,2.421296261506669,0.9832400201701991,0.4204545454545454,0.586998082020024,0.5920378904249872
"computers.components.cpu, unknown","computers.components.videocards, computers.components.motherboard",0.023670862295697915,0.02329513432275033,0.013901934999060681,0.5873015873015873,25.211341525857655,1.0,0.013350519082347072,2.3666310206794896,0.9836184077092294,0.4204545454545454,0.5774584245444027,0.5920378904249872
"computers.components.power_supply, computers.components.videocards","computers.components.cpu, unknown",0.019537854593274468,0.023670862295697915,0.011647567161375164,0.5961538461538461,25.18513431013431,1.0,0.011185089295744395,2.4175769124106528,0.9794299983311596,0.36904761904761907,0.5863626944539009,0.5441086691086691
"computers.components.cpu, unknown","computers.components.power_supply, computers.components.videocards",0.023670862295697915,0.019537854593274468,0.011647567161375164,0.49206349206349204,25.18513431013431,1.0,0.011185089295744395,1.930284848769491,0.98357613263235,0.36904761904761907,0.48194174521057065,0.5441086691086691
"computers.components.cpu, computers.components.motherboard","computers.components.power_supply, unknown",0.034942701484125496,0.015592710877324816,0.013526207026113094,0.3870967741935484,24.825495530509134,1.0,0.012981355584598456,1.6061382085685751,0.9944682369735902,0.36548223350253806,0.3773885742427973,0.6272833268558103
"computers.components.power_supply, unknown","computers.components.cpu, computers.components.motherboard",0.015592710877324816,0.034942701484125496,0.013526207026113094,0.8674698795180723,24.82549553050913,1.0,0.012981355584598456,7.28179597971069,0.9749204834605598,0.36548223350253806,0.8626712417120301,0.6272833268558103
"computers.components.cpu, unknown, computers.components.videocards, computers.components.motherboard",computers.components.power_supply,0.013901934999060681,0.03250046965996618,0.011083975201953785,0.7972972972972971,24.531870020309324,1.0,0.010632155785301991,4.772997683010829,0.9727599445899299,0.31382978723404253,0.7904880608764102,0.5691688798625214
computers.components.power_supply,"computers.components.cpu, unknown, computers.components.videocards, computers.components.motherboard",0.03250046965996618,0.013901934999060681,0.011083975201953785,0.34104046242774566,24.531870020309324,1.0,0.010632155785301991,1.496447063554057,0.9914596017771926,0.31382978723404253,0.33175050133413797,0.5691688798625214
